pol_number,gender,agecat,credit_score,area,traffic_index,veh_age,veh_body,veh_value,person_age,numclaims,claimcst0
46890176,M,6,639,3,118.5,3,SEDAN,1.98,77,3,0
37909741,F,3,626,1,87.4,3,HBACK,1.276,48,0,1605
87089515,M,3,661.3218455,2,109.4,1,SEDAN,2.684,49,0,132
49875609,M,6,829,3,111,4,HBACK,0.473,80,0,2611
32582774,F,4,661,3,117,4,HBACK,0.946,59,0,0
73258689,F,1,661.3218455,3,129,4,HBACK,0.858,31,0,568
27011015,M,4,769,6,80,2,STNWG,4.862,52,0,1190
19985369,F,3,764,2,138.5,3,STNWG,1.144,50,0,402
36898228,F,2,312,6,100,3,STNWG,3.245,36,2,212
63662447,M,2,660,6,134,4,STNWG,2.002,33,1,407
35877214,M,1,503,1,70.5,4,TRUCK,0.847,25,0,0
26097162,F,1,668,2,112.7,2,SEDAN,2.31,29,0,2507
96946714,M,4,843,5,57,3,SEDAN,0.869,55,0,0
61210647,F,2,635,5,42,3,HBACK,1.243,38,2,0
73601641,F,2,647,4,133.4,3,HBACK,1.089,39,0,0
67383005,M,2,635,4,134.6,3,SEDAN,1.606,33,3,2883
35322323,M,4,523,3,150,1,SEDAN,2.442,56,2,670
19125076,F,4,779,5,104.4166358,2,SEDAN,7.183,53,0,7006
55183903,F,2,405,1,33.2,2,SEDAN,2.123,33,2,12651
88262918,F,4,631,3,90,2,HDTOP,2.376,54,0,2526
35781362,M,1,780,1,99.2,1,HBACK,1.727,31,0,6396
21815866,F,4,599,2,115.7,2,SEDAN,6.16,57,0,0
88964568,M,3,782,2,94.8,2,SEDAN,2.2,77,0,0
41132498,F,3,584,3,94.5,3,SEDAN,1.177,44,1,962
18399472,M,2,335,1,116.4,1,STNWG,3.245,41,2,10339
26095923,M,5,816,3,145.5,1,SEDAN,2.508,65,0,391
28608494,F,3,702,3,130.5,2,SEDAN,1.958,47,1,0
53685928,F,3,336,2,125.9,1,STNWG,5.016,50,2,2294
97793156,F,3,560,5,55.5,4,HBACK,1.265,51,0,0
57877229,F,4,601,2,103.1,2,HBACK,2.024,61,0,353
23000284,M,3,597,2,113,4,SEDAN,0.803,45,1,141
83290678,M,6,808,1,75.4,4,HBACK,0.473,87,2,0
54011499,F,2,301,3,148.5,4,HBACK,0.583,37,2,837
85268403,F,3,653,2,139.2,1,HBACK,1.485,51,0,0
44934455,M,3,776,1,66,3,PANVN,1.947,50,1,133
75093161,F,3,791,6,104.4166358,4,HBACK,0.693,66,0,0
81739165,M,3,738,2,118.9,1,STNWG,8.041,48,0,0
54496416,M,3,660,1,79.9,4,SEDAN,0.781,58,0,0
52104959,F,4,741,2,137.9,3,SEDAN,1.441,58,0,0
88363159,F,6,733,1,86.2,3,SEDAN,1.606,79,2,0
22715354,M,1,743,6,148,4,UTE,1.837,29,2,1508
77882476,M,3,692,3,117,4,HBACK,1.034,45,2,546
75378026,F,2,494,4,115.5,3,STNWG,2.53,33,2,3081
43725140,F,2,412,6,104.4166358,3,STNWG,3.509,41,2,0
95222207,F,3,790,3,124.5,1,HBACK,2.035,69,0,3535
90859265,F,4,666,5,104.4166358,1,SEDAN,2.816,52,1,5018
10539036,F,2,641,3,127.5,2,STNWG,4.246,34,0,329
54246243,F,2,671,3,135,2,SEDAN,2.321,32,0,0
66053698,F,3,648,5,63,4,SEDAN,0.583,49,0,0
19454031,M,4,668,2,112.8,4,SEDAN,0.737,55,1,1989
69412145,M,4,797,2,185.9,2,HBACK,1.144,55,1,0
68007150,F,3,692,6,136,3,UTE,2.409,35,0,0
20309709,M,3,365,1,87.3,2,HBACK,1.43,45,1,0
27567945,M,2,491,4,107.7,3,TRUCK,2.552,36,1,2785
24066541,M,6,810,2,109.1,4,STNWG,2.024,77,1,320
79394526,M,4,378,1,62.6,4,HBACK,1.562,61,2,286
68382837,F,6,834,4,41.2,2,HBACK,1.925,84,0,1262
62293179,F,3,313,6,88,3,SEDAN,1.111,42,4,40244
67864289,F,2,373,3,138,3,HBACK,0.902,35,1,0
21229925,F,4,752,3,148.5,4,HBACK,0.946,59,0,0
61244077,M,2,605,5,18,1,SEDAN,2.563,39,1,5932
71580887,F,4,692,3,126,3,SEDAN,1.331,61,0,0
90324118,F,3,603,5,75,4,HBACK,0.99,48,0,0
92004414,M,4,382,3,139.5,3,STNWG,3.278,61,3,149
86004306,F,5,707,2,86.5,2,STNWG,2.662,66,0,0
68661693,M,3,622,4,103.5,4,UTE,1.925,43,3,627
48926404,M,5,726,1,108.1,1,SEDAN,2.805,65,0,0
56820177,M,4,788,2,104.4166358,4,STNWG,1.837,53,1,382
32770760,F,3,796,1,83.1,3,STNWG,1.859,70,0,450
53082516,F,6,722,3,145.5,2,HBACK,2.046,78,0,0
77747976,M,6,444,5,45,2,SEDAN,1.507,78,1,0
48999306,M,6,809,3,105,3,SEDAN,1.87,78,0,0
26825657,F,5,502,1,104.4166358,4,SEDAN,1.045,66,1,0
70783598,F,3,743,1,81.5,3,SEDAN,1.078,52,0,0
49100426,F,4,724,1,82.7,3,SEDAN,2.409,53,0,0
15414938,M,5,777,4,61.7,2,STNWG,5.511,67,0,0
39048794,F,4,622,5,40.5,4,SEDAN,0.418,54,0,0
58447650,M,3,629,3,118.5,4,STNWG,1.837,45,3,1607
55076669,F,1,533,4,30.4,4,TRUCK,1.694,24,0,0
72972089,F,2,305,6,108,1,STNWG,4.895,32,1,7709
77508569,M,1,659,2,137.4,2,UTE,2.992,22,3,4763
80595200,F,6,705,1,87.8,3,HBACK,0.891,74,2,0
12553112,M,1,759,1,104.4166358,3,SEDAN,2.178,27,2,0
21707922,F,3,605,2,104.4166358,3,SEDAN,1.276,46,0,0
46217488,M,3,554,1,62.4,3,SEDAN,1.474,45,3,296
46778120,F,5,809,1,104.4166358,3,SEDAN,0.847,66,0,0
12132534,F,3,686,4,69.4,3,SEDAN,2.717,43,0,27030
30282642,F,6,365,3,130.5,4,HBACK,1.155,76,2,2679
43489031,F,3,625,1,89,1,HBACK,1.485,40,0,0
30793913,M,3,758,4,112.1,3,STNWG,3.289,44,0,1981
49482034,M,5,710,2,74.4,2,SEDAN,1.76,69,0,17082
60755618,M,5,759,3,142.5,1,SEDAN,5.06,65,0,3220
91128624,F,4,777,2,148.6,3,PANVN,1.584,53,1,690
32012273,F,4,794,1,80.3,3,STNWG,2.266,56,0,0
73196829,F,2,453,3,141,2,HBACK,1.914,36,1,568
74508419,F,4,429,3,142.5,4,MIBUS,1.441,56,1,0
39860459,F,5,761,6,120,3,TRUCK,1.122,65,2,0
80763165,F,2,558,2,116.7,3,SEDAN,1.001,34,2,1740
43952996,M,5,794,1,60.9,3,SEDAN,1.067,66,3,0
43701546,F,2,572,1,88.6,2,SEDAN,2.211,32,1,16632
10546451,F,5,802,2,156.5,2,HBACK,1.606,66,0,0
61762268,F,5,760,2,143,3,HBACK,0.781,64,1,12403
34888812,M,4,706,5,6,1,STNWG,3.531,56,3,173
37956231,F,4,765,3,136.5,3,HBACK,1.826,53,0,195
22251712,F,3,632,5,25.5,1,STNWG,3.278,42,0,2998
84435690,F,6,841,1,85.6,4,SEDAN,0.451,80,2,0
86249988,F,4,826,3,123,3,STNWG,1.375,59,0,0
41845515,M,3,525,3,124.5,3,HBACK,1.089,50,1,0
57365755,F,4,685,2,136.7,3,HBACK,1.221,61,3,353
83201373,M,2,526,1,69.7,3,SEDAN,1.287,40,2,10014
31926378,F,2,326,1,113.9,4,SEDAN,0.858,36,1,865
53117347,F,3,688,6,118,4,STNWG,1.111,45,0,0
23937163,F,3,611,1,73.6,4,HBACK,0.924,49,2,1605
36238739,M,4,828,1,81.8,1,HBACK,2.046,52,1,1803
43089304,F,5,826,3,127.5,4,SEDAN,0.616,62,0,0
59723209,F,3,529,2,140.3,4,HBACK,0.451,42,0,0
18046588,M,3,594,3,123,2,STNWG,3.278,54,1,0
46322939,M,2,661.3218455,2,107.4,3,SEDAN,1.595,40,1,417
79317912,M,5,733,1,72.3,1,HBACK,1.408,67,0,0
88450251,F,3,631,5,72,3,SEDAN,1.078,43,1,1033
82229334,F,3,740,1,75.6,1,HBACK,2.211,51,0,0
22255646,F,2,661.3218455,1,63.2,1,HBACK,1.617,32,2,0
44817866,M,4,680,5,87,4,HBACK,0.715,56,2,2180
32006597,M,2,388,3,127.5,2,UTE,1.474,41,2,0
81967735,M,3,661.3218455,6,106,3,STNWG,2.068,47,1,22588
83489218,M,2,713,3,144,4,STNWG,1.287,38,2,338
19477890,M,3,493,3,96,4,SEDAN,0.341,50,1,1348
59334075,F,2,622,5,91.5,1,STNWG,2.343,32,0,0
10605442,M,3,745,6,88,2,UTE,3.058,48,3,5892
93427532,F,2,661.3218455,3,127.5,1,HBACK,1.408,40,0,0
59320201,F,2,552,1,86.1,2,SEDAN,1.98,41,3,2171
26780843,M,2,738,2,120.5,3,HBACK,1.111,40,2,212
52656353,M,2,333,3,130.5,3,HBACK,1.254,33,1,0
34639500,M,4,799,6,104.4166358,4,STNWG,2.079,60,1,103
66720885,F,1,485,3,124.5,1,STNWG,4.0139,22,0,0
62322083,F,2,463,5,46.5,4,STNWG,1.716,38,0,0
56039680,M,3,793,3,138,4,STNWG,2.046,47,0,1607
21302337,M,2,661.3218455,4,57.8,2,STNWG,4.818,41,0,2869
66312562,M,2,459,2,123.3,2,SEDAN,2.398,42,2,15490
96798498,F,2,661.3218455,1,81.5,2,UTE,1.617,40,1,271
30759362,M,5,750,5,45,2,HBACK,1.925,64,0,0
26335828,F,3,633,6,80,3,HBACK,1.199,46,5,0
79370268,F,3,664,1,118.5,2,SEDAN,2.057,28,0,0
98304055,M,6,843,4,43.7,2,STNWG,3.949,89,1,25683
80356536,F,2,682,4,65.9,4,TRUCK,1.793,35,1,2439
96558772,M,2,512,1,103.3,1,COUPE,3.7048,39,0,0
87057303,F,3,661.3218455,5,61.5,3,HDTOP,2.464,43,0,0
80242202,F,2,668,3,142.5,3,HBACK,1.1,35,1,568
25473641,M,1,676,1,98.4,3,STNWG,2.805,31,4,157
39863813,M,3,733,2,93.4,4,COUPE,0.638,44,2,492
78369549,F,2,740,5,104.4166358,3,STNWG,3.047,35,0,0
23709039,M,3,622,2,113.4,2,COUPE,2.31,56,2,4826
40869172,M,6,700,4,86.1,4,HBACK,0.407,77,0,0
98999980,F,4,673,1,84.8,2,HBACK,2.079,55,0,0
98519220,F,2,489,6,130,2,TRUCK,3.091,32,1,0
54957362,F,5,707,3,126,2,HBACK,1.914,72,0,0
34100943,F,3,670,3,88.5,3,HBACK,0.913,53,1,4309
59575134,M,2,676,3,127.5,3,STNWG,1.826,35,0,0
14653000,F,2,328,3,147,1,HBACK,1.85185,40,2,414
79002138,M,3,302,1,117.7,1,HBACK,2.079,53,3,0
57155512,M,3,543,2,132.4,1,STNWG,5.126,26,0,0
78649774,F,2,692,1,84.8,3,SEDAN,2.035,42,0,0
35629633,M,6,476,1,123.3,3,SEDAN,2.123,72,2,0
91897494,F,3,661.3218455,1,41.4,1,HBACK,1.85185,25,0,0
33143023,F,5,736,3,123,2,STNWG,3.179,71,0,0
34627891,F,4,525,3,104.4166358,4,HBACK,0.594,61,0,0
77354416,F,6,830,2,127.8,1,SEDAN,1.749,89,0,22584
49861113,M,5,623,1,65.5,2,STNWG,2.86,64,2,2415
56552310,M,3,655,3,148.5,2,SEDAN,1.804,43,0,419
58169320,M,5,715,3,145.5,1,SEDAN,2.662,63,0,3220
22854477,M,2,587,1,91.9,2,TRUCK,3.355,32,0,0
40532000,F,3,339,1,68.4,4,SEDAN,1.199,51,1,6948
55493539,M,5,676,2,113.7,4,SEDAN,0.847,69,1,218
76048649,M,4,683,3,82.5,4,STNWG,1.683,52,0,0
42220963,F,3,690,1,72.3,4,STNWG,0.924,48,0,0
12259094,F,2,745,3,142.5,2,HDTOP,2.662,41,0,0
82810658,F,5,708,1,87.9,1,STNWG,5.7596,63,0,0
33106850,F,3,801,4,31.3,3,HBACK,0.99,51,0,1073
16218328,M,3,661.3218455,3,111,2,SEDAN,2.222,47,1,1348
42289503,F,3,787,3,132,3,STNWG,3.19,44,0,16140
96552994,M,5,822,2,124.1,4,MIBUS,0.671,70,2,698
26303956,M,1,321,3,63,3,HDTOP,2.079,27,1,1212
69747566,F,3,554,1,87.4,4,SEDAN,1.177,49,3,0
60695282,F,4,844,2,134.4,2,SEDAN,2.046,55,0,0
61524915,F,3,736,1,74.7,1,HBACK,1.562,53,0,0
12023363,F,3,661.3218455,3,142.5,2,HBACK,2.838,44,2,0
97150950,F,4,605,2,142.7,3,HBACK,0.979,61,1,0
95446956,F,2,661.3218455,2,136.1,3,HBACK,1.21,42,0,5894
20911442,M,4,436,2,104.4166358,4,STNWG,1.727,57,1,2088
93766552,M,4,758,2,116.6,4,HDTOP,1.65,61,0,0
17559184,M,5,754,1,57.6,3,SEDAN,1.639,71,0,0
29220286,M,3,588,2,113.3,4,SEDAN,0.451,50,1,141
10873660,F,6,812,1,55.7,2,HBACK,1.815,74,0,0
88330171,F,5,769,1,85,3,SEDAN,1.738,65,0,4407
88760714,F,3,826,1,76.1,4,STNWG,0.55,50,0,0
30454200,F,4,817,6,134,3,SEDAN,1.034,56,2,120
68606724,F,6,721,5,22.5,3,HBACK,0.99,88,2,0
85241196,M,4,847,1,96.3,2,STNWG,4.004,60,2,0
28328909,F,3,530,3,87,4,SEDAN,0.836,42,2,0
95437441,F,5,769,2,152.7,4,HBACK,1.133,71,0,246
54546416,M,3,607,4,59.3,3,STNWG,3.036,46,2,1981
50881719,M,2,627,3,82.5,3,UTE,1.837,37,1,5488
52223184,M,4,353,2,100.2,4,SEDAN,0.451,60,2,268
34882956,F,2,632,3,148.5,3,HBACK,1.199,37,2,1076
65572950,F,2,508,3,133.5,2,HBACK,2.299,32,1,0
21149327,F,5,444,4,81.5,2,SEDAN,1.716,63,1,0
89321707,F,2,674,3,104.4166358,2,HBACK,1.21,36,0,0
78632322,F,4,681,2,105.2,3,HBACK,0.858,54,0,0
45086219,M,3,683,6,104.4166358,3,STNWG,1.265,47,0,0
97525750,F,3,799,1,87.4,3,STNWG,3.311,47,0,0
37908240,M,4,631,3,148.5,3,PANVN,1.452,59,2,8994
37850606,F,4,656,3,108,4,COUPE,0.682,54,0,0
47424436,F,5,806,5,49.5,4,STNWG,1.683,64,0,0
23689177,M,3,727,3,144,2,SEDAN,1.881,75,0,1348
29203242,M,3,781,3,112.5,2,STNWG,2.101,46,0,0
24434847,F,3,661.3218455,1,101.3,4,STNWG,0.979,47,1,450
91500254,F,6,816,4,120.8,3,SEDAN,1.716,94,0,25786
95490060,F,3,761,2,102.9,3,SEDAN,1.298,43,0,631
79708530,F,3,619,4,150.2,1,HBACK,1.507,50,0,536
70572100,M,3,376,1,70.4,3,STNWG,2.882,42,2,0
50147591,M,3,658,2,150.3,4,STNWG,1.65,48,1,217
33258949,M,3,787,3,139.5,3,STNWG,2.596,46,0,0
42323868,F,2,415,1,55.1,2,HBACK,1.287,36,1,1177
84421082,F,4,718,3,115.5,2,SEDAN,1.837,58,0,133
12583612,F,1,340,2,95.7,3,HBACK,0.99,30,2,1008
63690301,F,2,613,3,132,1,HBACK,2.178,34,0,0
98222877,M,3,764,1,126.2,2,SEDAN,2.288,86,0,0
97604405,F,3,667,2,135.2,3,HBACK,1.155,47,0,5894
39631284,F,4,624,4,77.5,3,TRUCK,2.772,52,0,1674
34089705,F,4,604,2,114.6,1,SEDAN,4.103,61,0,0
26202330,F,1,630,2,130.8,1,SEDAN,2.222,29,2,2507
15888597,F,3,779,1,109,4,STNWG,1.562,42,0,0
90059088,M,5,369,1,103.2,3,SEDAN,1.958,66,1,0
95827918,F,2,637,1,91.8,1,HBACK,1.5389,35,0,0
22211622,M,4,621,3,138,4,SEDAN,0.946,59,3,227
69159699,F,3,712,5,61.5,3,HBACK,0.99,51,1,0
47581868,M,4,567,1,75.2,1,STNWG,6.0489,59,2,7041
38031529,M,3,728,2,99.9,1,STNWG,4.895,52,4,7245
28269181,M,4,617,3,132,2,SEDAN,1.771,55,3,2069
38699851,F,3,722,2,102.8,4,HBACK,0.759,49,0,0
46520097,F,3,832,2,117.3,4,HBACK,0.517,46,0,0
90592797,F,3,621,3,148.5,3,SEDAN,0.979,45,0,0
96330132,M,5,597,1,102.5,1,HBACK,1.5389,69,0,23362
93682235,F,2,617,1,95.1,3,SEDAN,1.804,40,0,0
65004418,F,3,770,1,74.2,4,MIBUS,1.848,47,0,0
60748421,F,5,830,5,49.5,4,SEDAN,0.561,65,0,232
53613359,F,3,732,2,87.7,1,HBACK,1.771,44,0,0
62896593,M,2,320,3,133.5,1,SEDAN,2.926,36,2,0
13919077,M,3,419,4,118.6,2,UTE,2.904,45,4,576
22093939,M,2,340,2,144.8,2,SEDAN,2.09,41,2,0
71330620,F,2,320,1,64.9,2,HBACK,1.815,36,0,0
17443030,F,2,675,3,133.5,2,UTE,2.959,38,0,0
23409979,M,2,449,1,80.6,1,STNWG,3.6289,37,2,10339
92066404,F,5,802,3,139.5,2,HBACK,1.903,70,0,0
80127509,F,5,782,2,100.1,2,HBACK,2.057,71,0,0
22777427,F,3,610,2,109.4,1,STNWG,5.17,47,0,402
15859661,M,5,429,3,111,1,COUPE,6.545,69,2,44009
17918238,F,3,662,3,130.5,4,STNWG,1.892,45,0,0
14263053,M,5,846,1,98.6,2,UTE,2.431,70,1,6779
26803228,M,4,360,4,194.6,4,STNWG,1.342,55,3,766
38733118,M,3,729,1,86.2,1,STNWG,5.137,51,0,0
64015952,M,2,661.3218455,5,46.5,2,STNWG,4.224,32,2,6898
18848257,F,2,661.3218455,2,113.1,3,HBACK,0.748,36,0,0
70125755,F,3,659,3,147,4,HBACK,0.506,46,0,6602
90267406,M,4,532,2,118.9,2,SEDAN,2.2,54,2,11016
53972242,F,2,657,3,129,2,SEDAN,2.497,33,0,0
25242281,F,3,637,1,143.9,1,STNWG,4.763,46,1,8573
94215715,F,4,450,2,104.4166358,4,SEDAN,1.661,57,2,2182
30334203,F,5,710,3,139.5,4,HBACK,0.517,66,0,2476
40004226,M,1,549,3,133.5,1,SEDAN,1.9569,23,1,1114
95509693,F,4,738,2,112,4,HBACK,0.715,58,0,0
28593028,M,6,748,3,150,2,HBACK,1.716,91,2,3116
27033250,F,3,838,2,133.6,4,SEDAN,0.341,90,0,0
74709550,F,5,612,1,62.6,4,STNWG,1.441,70,0,0
55401031,M,5,445,3,150,3,STNWG,2.838,65,2,0
12722390,F,5,763,3,120,3,HBACK,0.88,70,0,0
76314571,M,5,840,2,120.3,4,SEDAN,2.651,68,2,3025
98807918,M,3,714,3,136.5,3,SEDAN,1.177,55,1,601
30007591,F,5,683,3,109.5,1,SEDAN,2.431,64,0,0
62898324,M,6,654,5,13.5,3,SEDAN,1.419,75,2,4490
75743231,M,1,607,3,147,4,SEDAN,0.473,28,0,175
37318449,F,5,848,3,104.4166358,2,SEDAN,4.29,71,0,0
11298819,M,4,602,1,75.8,4,STNWG,2.112,55,1,227
27252561,F,1,455,3,141,1,HBACK,1.5389,32,2,0
65361424,M,2,633,3,141,1,STNWG,3.608,37,2,2837
92171466,M,4,821,1,105.8,1,STNWG,4.961,57,0,9605
35619430,F,2,425,2,95.1,1,SEDAN,2.53,39,0,1668
73153735,F,6,837,4,124.9,4,HBACK,0.594,77,1,796
77999206,F,4,616,2,105.1,1,HBACK,1.672,59,4,0
21065492,F,3,664,4,69.5,4,SEDAN,1.155,49,0,27030
39865373,F,2,805,3,114,2,HBACK,1.243,37,0,538
92017235,M,4,812,1,57.1,3,HBACK,1.012,54,0,286
48407138,F,4,641,3,102,3,HBACK,0.781,61,0,195
14668858,F,3,661,1,75.1,2,STNWG,4.554,47,1,1051
94970157,M,5,821,1,92.8,4,SEDAN,0.385,66,0,0
44719181,M,4,689,5,31.5,3,SEDAN,1.287,52,0,0
26446852,M,6,739,1,74,4,STNWG,2.871,74,1,54352
46816879,F,3,703,1,71.8,1,STNWG,6.292,50,0,7757
78933002,F,2,637,3,141,2,SEDAN,3.069,38,0,0
72209717,F,4,815,4,95.8,4,HBACK,0.66,62,0,0
59914345,M,4,604,3,99,1,HBACK,1.408,56,2,1345
74391751,F,4,652,4,101,1,SEDAN,2.046,56,2,30384
26776214,M,6,459,2,118.5,4,HBACK,0.869,86,1,1929
19204751,M,3,765,5,9,3,HBACK,2.42,50,1,0
71016859,M,5,422,2,129,4,SEDAN,0.594,71,2,2431
68404432,F,5,722,3,130.5,3,HBACK,1.683,70,2,1404
91836684,M,6,844,4,142.3,2,SEDAN,2.068,74,1,0
48526382,M,4,630,1,83,4,HDTOP,1.936,53,0,0
24271540,F,3,609,1,102.3,4,SEDAN,0.792,43,0,0
59056587,M,4,303,5,104.4166358,4,STNWG,0.913,54,3,0
54351014,F,3,835,3,148.5,4,STNWG,0.968,52,0,0
25388689,F,4,749,1,74.1,4,SEDAN,1.287,54,0,1058
87924595,M,2,489,6,104,1,STNWG,5.269,39,4,0
60573353,F,5,703,1,72.2,2,SEDAN,5.764,70,0,0
12618333,M,3,680,1,107.5,2,TRUCK,3.795,49,0,15078
33374357,F,3,838,3,104.4166358,2,STNWG,3.96,48,0,16140
87820713,F,2,695,3,142.5,3,HBACK,1.276,41,5,0
57901078,M,3,458,3,129,4,HDTOP,1.65,47,1,0
24205229,F,1,669,2,126.4,3,HBACK,0.935,31,0,52536
95037918,F,4,570,3,129,2,SEDAN,1.98,58,0,0
58174810,M,3,832,4,97.2,1,STNWG,5.7189,43,3,0
99405741,M,4,802,1,104.4166358,4,HBACK,0.649,58,0,12738
35545338,F,3,726,2,109.8,3,SEDAN,1.419,49,0,0
15511637,M,3,619,2,142.3,4,SEDAN,0.385,42,0,141
63351005,M,2,804,3,120,4,SEDAN,1.045,33,0,0
57269901,F,6,803,6,120,2,HBACK,1.111,77,0,0
15932335,M,2,391,3,108,3,HBACK,1.342,38,5,306
99779039,M,2,695,4,113,4,HDTOP,2.321,41,0,0
27243596,M,3,655,2,94.2,3,HDTOP,2.42,48,2,650
26551123,M,2,504,2,113.9,3,SEDAN,1.309,39,1,141
43940016,M,3,652,2,80.7,3,SEDAN,1.166,42,0,4182
28826339,F,2,656,3,148.5,1,SEDAN,2.244,37,0,0
51936958,F,1,388,2,104.4166358,3,SEDAN,0.858,25,5,7220
22927524,F,5,641,4,127,3,SEDAN,1.584,63,0,0
34540113,F,6,837,3,115.5,4,STNWG,0.891,86,0,0
15432326,M,4,669,2,122.4,2,SEDAN,2.167,59,1,1989
87877250,F,5,820,3,124.5,2,STNWG,2.937,64,0,0
49653159,F,4,724,3,138,4,HBACK,0.88,61,2,462
81711497,M,4,823,2,104.4166358,3,SEDAN,1.826,60,0,0
80620134,F,3,763,3,133.5,1,SEDAN,2.948,45,0,0
50285770,F,4,730,3,105,4,STNWG,2.09,53,0,0
46835058,F,2,566,3,144,3,STNWG,3.454,36,2,0
54617992,M,3,630,1,89.5,2,SEDAN,1.265,45,0,296
17990099,M,4,697,1,90.5,4,SEDAN,0.451,55,1,0
55633621,F,4,730,4,120.5,1,STNWG,3.311,55,1,1081
29772131,M,2,584,3,144,4,HBACK,0.847,33,1,121
66384338,M,3,760,1,92.6,2,STNWG,5.797,45,0,0
78496018,F,2,808,1,77.2,1,HBACK,1.397,39,0,0
46092385,F,3,590,1,60,4,SEDAN,0.451,51,1,6948
37810567,F,1,644,2,116.6,1,HBACK,1.628,23,0,8338
86088743,M,4,695,5,67.5,3,PANVN,1.694,54,2,3309
38181418,F,3,661.3218455,3,123,2,HDTOP,3.245,42,0,0
52963799,M,5,721,2,114.8,2,SEDAN,1.837,64,1,17082
25554794,M,3,621,4,76.3,4,STNWG,1.243,51,0,0
29735538,M,2,463,3,133.5,3,STNWG,2.794,36,2,907
81504460,M,4,735,5,54,3,HBACK,0.946,58,1,331
12414978,M,4,641,2,104.4166358,4,STNWG,0.858,58,1,2088
20544918,M,3,670,3,148.5,2,SEDAN,3.245,46,0,3357
78449500,M,3,624,5,36,3,TRUCK,1.694,50,0,0
43509292,M,3,846,2,143.7,4,STNWG,1.276,76,0,7245
93890950,M,5,719,1,65.9,4,STNWG,1.826,68,0,0
64749558,M,5,726,3,135,3,STNWG,2.167,70,2,0
70760097,M,4,723,3,145.5,1,HBACK,1.4839,56,4,912
74656734,M,6,819,3,138,3,HDTOP,2.486,79,1,0
97406928,M,5,676,4,65,1,STNWG,4.279,63,0,280
81798553,M,3,661.3218455,6,130,3,STNWG,2.959,49,1,22588
95648345,M,3,713,4,105.6,1,UTE,3.355,31,2,833
68681289,M,3,567,3,142.5,4,MIBUS,1.001,42,3,17506
80643933,F,6,831,5,12,3,HBACK,0.979,74,2,1118
33986677,F,4,677,3,142.5,4,SEDAN,0.803,54,1,1144
86729595,F,5,616,4,75,4,TRUCK,1.276,64,0,0
80661713,F,3,417,3,145.5,4,HBACK,0.803,51,1,6602
45028768,F,2,607,2,110.2,4,HBACK,0.385,38,0,587
52589458,F,6,348,5,37.5,1,HBACK,1.881,90,0,0
73614977,F,3,589,3,144,2,SEDAN,2.365,56,1,0
76745670,M,4,693,5,55.5,3,UTE,1.859,55,1,175
92022202,M,1,767,3,63,3,UTE,2.431,25,0,681
88851753,M,4,630,1,97.7,3,STNWG,1.188,59,0,0
20126507,M,3,812,4,104.4166358,3,UTE,1.936,45,3,3154
49897752,F,3,612,5,45,2,STNWG,4.862,52,1,7124
57953943,F,2,523,1,40.2,3,MIBUS,2.849,42,0,0
47048719,M,1,433,1,68,4,PANVN,0.671,24,2,0
43855406,F,3,678,4,69.2,3,HBACK,0.792,52,2,4309
90478010,M,5,850,1,94.3,1,STNWG,3.025,67,0,0
94842793,F,3,606,1,92.4,1,HBACK,1.529,42,0,0
58292143,M,2,607,6,124,3,STNWG,2.189,34,1,407
62646647,M,3,723,2,134.8,2,HBACK,1.452,55,0,947
39282309,F,5,777,6,98,1,STNWG,4.411,68,0,0
84231174,M,1,662,3,133.5,3,HBACK,0.924,25,1,197
84911463,F,3,826,1,45,2,SEDAN,2.057,43,0,0
65215897,M,2,493,2,76.3,2,STNWG,3.828,38,2,4125
70238069,M,2,386,3,111,3,HBACK,1.804,35,1,2676
53030370,F,5,815,3,130.5,2,SEDAN,1.793,62,0,0
91539886,F,2,764,4,128.4,3,SEDAN,1.177,39,0,0
89350464,F,5,805,3,147,4,HBACK,0.616,64,0,0
60727528,M,6,816,3,118.5,3,HBACK,0.913,88,0,370
85789726,F,4,611,2,104.4166358,1,UTE,4.191,53,1,0
15338701,F,4,766,3,138,2,HBACK,1.771,60,0,0
70047853,F,3,459,6,88,4,STNWG,1.947,51,1,355
64343772,F,3,624,2,121.3,1,SEDAN,2.3089,50,0,2744
32355195,F,6,817,3,97.5,2,HBACK,1.793,75,2,2679
74401731,F,4,720,3,127.5,2,SEDAN,2.321,53,0,0
82272644,F,3,833,2,110.6,1,HDTOP,3.311,44,0,0
86268190,F,4,639,1,50.4,3,SEDAN,1.386,56,4,0
68586361,M,3,843,3,145.5,3,UTE,1.232,49,0,5488
26457432,F,4,845,3,141,2,SEDAN,1.683,52,0,161
25254164,F,2,661.3218455,5,22.5,2,HBACK,1.529,33,0,0
86574401,F,5,809,2,126.5,1,HBACK,2.013,71,1,246
71484926,F,5,810,2,77.2,1,HBACK,2.442,64,0,12403
37707999,M,5,536,3,148.5,1,SEDAN,2.255,65,2,0
89101342,M,5,731,3,148.5,1,HBACK,2.145,66,0,0
43505919,F,4,797,5,16.5,3,SEDAN,1.474,61,0,0
22392871,F,5,774,3,94.5,2,SEDAN,2.035,64,0,0
24638034,F,3,651,1,47.3,3,STNWG,1.859,43,1,450
33608728,M,5,837,4,108.8,4,SEDAN,0.649,67,0,6371
18659458,M,3,827,3,104.4166358,4,HBACK,0.902,52,0,1581
